chr	altfas	neocan	telvit
NC_031969	0	1365667	0.760649	0.396406	0.235553
NC_031969	0	1617090	0.823864	0.42029	0.2485
NC_031969	0	1793713	0.828514	0.430347	0.255692
NC_031969	0	2086680	0.844961	0.472066	0.264306
NC_031969	0	2181492	0.852366	0.495416	0.270525
NC_031969	0	2368493	0.864795	0.525601	0.278513
NC_031969	0	2500916	0.877008	0.530097	0.277117
NC_031969	0	2624298	0.854956	0.527336	0.270663
NC_031969	0	2903681	0.848733	0.515851	0.264361
NC_031969	0	3090704	0.841027	0.514984	0.257684
NC_031969	0	3218877	0.834924	0.50655	0.253636
NC_031969	0	3328902	0.824346	0.503532	0.249584
NC_031969	0	3422924	0.825397	0.506241	0.248124
NC_031969	0	3766962	0.835392	0.514211	0.252033
NC_031969	0	4062642	0.831534	0.516515	0.252646
NC_031969	0	4143469	0.825593	0.514367	0.251368
NC_031969	0	4236692	0.815045	0.508599	0.246903
NC_031969	0	4293781	0.808412	0.506927	0.244544
NC_031969	0	4407627	0.806763	0.506903	0.242738
NC_031969	0	4474271	0.791079	0.492858	0.235401
NC_031969	0	4529661	0.786442	0.487141	0.231776
NC_031969	0	4642639	0.77727	0.482306	0.230007
NC_031969	0	4730851	0.753126	0.471147	0.220878
NC_031969	0	4816373	0.741129	0.465101	0.216221
NC_031969	0	4897995	0.738672	0.466687	0.215076
NC_031969	0	4960601	0.738443	0.469877	0.213513
NC_031969	0	5019526	0.738314	0.467294	0.211871
NC_031969	0	5074870	0.737851	0.464581	0.211428
NC_031969	0	5122207	0.733305	0.464182	0.209735
NC_031969	0	5177077	0.733078	0.462584	0.209729
NC_031969	0	5231300	0.727656	0.459445	0.20789
NC_031969	0	5286676	0.715501	0.453888	0.204039
NC_031969	0	5338436	0.715567	0.450517	0.204026
NC_031969	0	5394824	0.714355	0.449469	0.204147
NC_031969	0	5459793	0.711401	0.447379	0.20318
NC_031969	0	5542581	0.71547	0.450745	0.204324
NC_031969	0	5608330	0.714884	0.449907	0.20399
NC_031969	0	5671335	0.718076	0.448145	0.203907
NC_031969	0	5737918	0.717094	0.445779	0.202251
NC_031969	0	5814607	0.713697	0.442427	0.201444
NC_031969	0	5872289	0.708068	0.437696	0.198992
NC_031969	0	5910971	0.7028	0.435769	0.197259
NC_031969	0	5974468	0.700208	0.431185	0.195574
NC_031969	0	6034109	0.69394	0.424295	0.193521
NC_031969	0	6076596	0.688575	0.420226	0.191269
NC_031969	0	6154971	0.688001	0.418923	0.191083
NC_031969	0	6206256	0.682444	0.41626	0.18946
NC_031969	0	6289039	0.682924	0.415238	0.18936
NC_031969	0	6648100	0.682219	0.414661	0.189426
NC_031969	0	6696798	0.686927	0.418048	0.190796
NC_031969	0	6754462	0.687571	0.41825	0.190826
NC_031969	0	6801588	0.688845	0.418155	0.190818
NC_031969	0	6850244	0.692753	0.421379	0.193272
NC_031969	0	6896008	0.69486	0.422536	0.194381
NC_031969	0	6972815	0.696644	0.422344	0.194312
NC_031969	0	7027738	0.697332	0.420765	0.194455
NC_031969	0	7077929	0.702105	0.424907	0.196323
NC_031969	0	7124224	0.705572	0.427294	0.197447
NC_031969	0	7169273	0.709101	0.428694	0.198036
NC_031969	0	7233089	0.711413	0.43113	0.197688
NC_031969	0	7277265	0.711748	0.432331	0.19798
NC_031969	0	7322460	0.713117	0.434178	0.198176
NC_031969	0	7368851	0.713573	0.433643	0.197182
NC_031969	0	7434491	0.713668	0.432053	0.196246
NC_031969	0	7476792	0.71582	0.434628	0.196105
NC_031969	0	7522381	0.716202	0.435851	0.19569
NC_031969	0	7584581	0.716694	0.434523	0.194958
NC_031969	0	7630776	0.717377	0.43384	0.194518
NC_031969	0	7672967	0.712806	0.431676	0.192878
NC_031969	0	7724153	0.710552	0.430783	0.191894
NC_031969	0	7888294	0.707885	0.429665	0.190549
NC_031969	0	7928920	0.708097	0.429931	0.190299
NC_031969	0	7966139	0.704141	0.42781	0.189031
NC_031969	0	8008668	0.703423	0.42802	0.188595
NC_031969	0	8061425	0.701626	0.426802	0.187413
NC_031969	0	8120318	0.701196	0.427921	0.187352
NC_031969	0	8171602	0.701405	0.428253	0.187489
NC_031969	0	8217015	0.701187	0.427975	0.186907
NC_031969	0	8248147	0.701587	0.427563	0.187005
NC_031969	0	8284246	0.699962	0.425755	0.186362
NC_031969	0	8324926	0.696528	0.424603	0.184881
NC_031969	0	8365286	0.695656	0.424141	0.184623
NC_031969	0	8395380	0.695979	0.423575	0.184433
NC_031969	0	8432883	0.694679	0.422153	0.184108
NC_031969	0	8495764	0.693088	0.422597	0.183642
NC_031969	0	8570505	0.693613	0.422879	0.183447
NC_031969	0	8629045	0.69325	0.422484	0.183362
NC_031969	0	8697299	0.689404	0.421338	0.182616
NC_031969	0	8755954	0.68868	0.421619	0.18273
NC_031969	0	8807536	0.690428	0.421885	0.183395
NC_031969	0	8854954	0.687294	0.421134	0.182478
NC_031969	0	8905488	0.686601	0.419547	0.182129
NC_031969	0	8947475	0.686269	0.418863	0.181942
NC_031969	0	9022806	0.685634	0.418666	0.181532
NC_031969	0	9072987	0.684537	0.419045	0.181163
NC_031969	0	9107958	0.682633	0.41796	0.180436
NC_031969	0	9145426	0.678972	0.416684	0.179733
NC_031969	0	9179832	0.676953	0.415832	0.17908
NC_031969	0	9212357	0.674971	0.414615	0.17852
NC_031969	0	9252235	0.675392	0.41413	0.178488
NC_031969	0	9288484	0.674789	0.41417	0.178232
NC_031969	0	9342545	0.673424	0.413666	0.177674
NC_031969	0	9460044	0.67258	0.412689	0.177255
NC_031969	0	9500639	0.671061	0.411586	0.176618
NC_031969	0	9532850	0.67025	0.411289	0.176706
NC_031969	0	9579332	0.670327	0.411208	0.176881
NC_031969	0	9624209	0.670025	0.411722	0.176685
NC_031969	0	9660991	0.668921	0.41141	0.17648
NC_031969	0	9699476	0.668582	0.411157	0.176733
NC_031969	0	9741670	0.670996	0.412168	0.177616
NC_031969	0	9780872	0.67139	0.412333	0.177708
NC_031969	0	9821248	0.672632	0.413312	0.177763
NC_031969	0	9860968	0.673424	0.412891	0.177754
NC_031969	0	9906497	0.671215	0.411046	0.177147
NC_031969	0	9940417	0.670171	0.409837	0.176506
NC_031969	0	9983894	0.669477	0.408788	0.176153
NC_031969	0	10020651	0.669208	0.40833	0.176034
NC_031969	0	10059476	0.669092	0.408655	0.175717
NC_031969	0	10106202	0.669286	0.409192	0.175777
NC_031969	0	10153917	0.67056	0.410064	0.175875
NC_031969	0	10195957	0.667502	0.408924	0.175099
NC_031969	0	10231814	0.667583	0.409269	0.175167
NC_031969	0	10267277	0.667274	0.408678	0.174892
NC_031969	0	10313622	0.666507	0.408843	0.174668
NC_031969	0	10361666	0.665412	0.409387	0.174745
NC_031969	0	10404143	0.665685	0.409394	0.174672
NC_031969	0	10444070	0.665997	0.409074	0.174705
NC_031969	0	10511987	0.664587	0.408788	0.174066
NC_031969	0	10554166	0.664829	0.409256	0.174132
NC_031969	0	10600192	0.666463	0.41059	0.174852
NC_031969	0	10639538	0.667782	0.411439	0.175323
NC_031969	0	10691632	0.667915	0.411704	0.175246
NC_031969	0	10720037	0.667423	0.41199	0.175093
NC_031969	0	10751466	0.66841	0.412355	0.175221
NC_031969	0	10784510	0.668954	0.412959	0.17532
NC_031969	0	10823492	0.668057	0.412619	0.175281
NC_031969	0	10858706	0.667495	0.412314	0.174994
NC_031969	0	10895096	0.669065	0.413043	0.17532
NC_031969	0	10934156	0.669527	0.413121	0.175193
NC_031969	0	10975395	0.669998	0.413332	0.175166
NC_031969	0	11022603	0.672549	0.415011	0.176057
NC_031969	0	11071269	0.673169	0.415685	0.176134
NC_031969	0	11114004	0.674783	0.41617	0.176693
NC_031969	0	11169841	0.674075	0.416139	0.176416
NC_031969	0	11235179	0.675817	0.417319	0.177095
NC_031969	0	11288915	0.677263	0.418705	0.177608
NC_031969	0	11339548	0.678743	0.419651	0.178144
NC_031969	0	11392614	0.681691	0.421121	0.179253
NC_031969	0	11423182	0.682045	0.422012	0.179367
NC_031969	0	11463559	0.683428	0.422621	0.179627
NC_031969	0	11521132	0.683184	0.422423	0.179251
NC_031969	0	11580593	0.684067	0.423108	0.179649
NC_031969	0	11626814	0.684846	0.423609	0.179978
NC_031969	0	11674727	0.686765	0.424114	0.18052
NC_031969	0	11721152	0.685866	0.423963	0.180056
NC_031969	0	11797587	0.685342	0.423425	0.17972
NC_031969	0	11855615	0.685448	0.423175	0.179549
NC_031969	0	11911500	0.687068	0.424387	0.179913
NC_031969	0	11969410	0.688524	0.425014	0.180224
NC_031969	0	12031105	0.690798	0.42634	0.181007
NC_031969	0	12083176	0.691551	0.426877	0.181151
NC_031969	0	12120280	0.692703	0.427052	0.181583
NC_031969	0	12158684	0.693594	0.427631	0.181876
NC_031969	0	12202308	0.694058	0.427184	0.181904
NC_031969	0	12253664	0.693958	0.426766	0.181743
NC_031969	0	12292789	0.693978	0.426205	0.181652
NC_031969	0	12333798	0.694457	0.42689	0.181729
NC_031969	0	12388008	0.69485	0.426676	0.181706
NC_031969	0	12465974	0.694837	0.427018	0.181717
NC_031969	0	12498149	0.695145	0.427398	0.181655
NC_031969	0	12538336	0.696317	0.428367	0.18198
NC_031969	0	12574411	0.696751	0.428364	0.181803
NC_031969	0	12624142	0.696883	0.42869	0.181977
NC_031969	0	12656505	0.697388	0.429394	0.182228
NC_031969	0	12710032	0.69641	0.429349	0.182002
NC_031969	0	12777137	0.696607	0.428797	0.182045
NC_031969	0	12903801	0.696618	0.428788	0.182101
NC_031969	0	12966523	0.69741	0.429014	0.182229
NC_031969	0	13012666	0.698181	0.428492	0.18244
NC_031969	0	13053362	0.698939	0.428654	0.18268
NC_031969	0	13084071	0.699304	0.428913	0.182838
NC_031969	0	13120396	0.700294	0.429959	0.183121
NC_031969	0	13158000	0.701016	0.430944	0.183299
NC_031969	0	13193476	0.701516	0.431193	0.183257
NC_031969	0	13230496	0.702566	0.431905	0.183646
NC_031969	0	13423931	0.701853	0.431746	0.183519
NC_031969	0	13480622	0.701344	0.43173	0.183444
NC_031969	0	13532488	0.702621	0.432324	0.183812
NC_031969	0	13568494	0.703063	0.432247	0.183899
NC_031969	0	13600091	0.703559	0.431801	0.183828
NC_031969	0	13645475	0.704001	0.431453	0.183827
